subscriber_id,email,signup_date,cohort_month,plan_tier,acquisition_channel,is_gift,status,churn_date,active_months,monthly_price,country
SUB-2194,harold65@example.com,2023-11-24,2023-11,Starter,Meta,False,churned,2024-03-11,3,19.99,GH
SUB-2195,bonnie30@example.net,2023-11-17,2023-11,Classic,,False,churned,2024-03-02,3,34.99,KE
SUB-2196,melissalove@example.com,2023-11-17,2023-11,Classic,Meta,False,active,,14,34.99,ZA
SUB-2197,kathleen84@example.com,2023-11-27,2023-11,Classic,Organic,False,churned,2024-06-20,6,34.99,KE
SUB-2198,lisaperry@example.org,2023-11-26,2023-11,Premium,Google,False,active,,14,54.99,GH
SUB-2199,christina08@example.com,2023-11-18,2023-11,Starter,Google,False,churned,2024-01-10,1,19.99,KE
SUB-2200,gregory46@example.net,2023-11-06,2023-11,Classic,Referral,False,active,,14,34.99,GH
SUB-2201,vangmegan@example.org,2023-11-21,2023-11,Starter,Google,False,churned,2024-04-07,4,19.99,UG
SUB-2202,jbrown@example.org,2023-11-19,2023-11,Starter,Organic,False,active,,14,19.99,UG
SUB-2203,veronicalawson@example.com,2023-11-15,2023-11,Premium,Organic,False,active,,14,54.99,UG
SUB-2204,nfreeman@example.com,2023-11-25,2023-11,Premium,Meta,False,churned,2024-06-07,6,54.99,ZA
SUB-2205,umarshall@example.com,2023-11-05,2023-11,Classic,Google,False,churned,2023-11-08,0,34.99,KE
SUB-2206,vcruz@example.com,2023-11-28,2023-11,Starter,Referral,False,churned,2023-12-15,0,19.99,KE
SUB-2207,kyle23@example.org,2023-11-07,2023-11,Starter,Organic,False,churned,2024-06-10,7,19.99,KE
SUB-2208,jeffcoleman@example.net,2023-11-26,2023-11,Starter,Google,False,churned,2024-02-28,3,19.99,KE
SUB-2209,donald51@example.org,2023-11-01,2023-11,Classic,Google,False,active,,14,34.99,UG
SUB-2210,marcingram@example.net,2023-11-12,2023-11,Classic,Meta,False,churned,2023-12-23,1,34.99,KE
SUB-2211,katherinelopez@example.org,2023-11-16,2023-11,Premium,Organic,False,churned,2024-06-27,7,54.99,NG
SUB-2212,rtaylor@example.net,2023-11-01,2023-11,Starter,Referral,False,churned,2024-03-09,4,19.99,NG
SUB-2213,millerlaurie@example.net,2023-11-17,2023-11,Premium,Meta,False,churned,2023-12-24,1,54.99,KE
SUB-2214,tracysmith@example.net,2023-11-15,2023-11,Classic,Google,False,churned,2024-12-02,12,34.99,NG
SUB-2215,james63@example.net,2023-11-13,2023-11,Premium,Google,False,active,,14,54.99,UG
SUB-2216,ysanchez@example.net,2023-11-15,2023-11,Starter,Organic,False,churned,2023-11-28,0,19.99,NG
SUB-2217,douglas77@example.com,2023-11-12,2023-11,Classic,Organic,True,active,,14,34.99,KE
SUB-2218,cindy22@example.net,2023-11-21,2023-11,Classic,Meta,False,churned,2024-08-17,8,34.99,KE
SUB-2219,jameswright@example.com,2023-11-18,2023-11,Starter,Organic,False,churned,2024-07-14,7,19.99,KE
SUB-2220,teresawang@example.org,2023-11-27,2023-11,Classic,Meta,False,churned,2024-02-11,2,34.99,KE
SUB-2221,glennberry@example.com,2023-11-20,2023-11,Classic,Meta,True,active,,14,34.99,KE
SUB-2222,kathleennelson@example.com,2023-11-06,2023-11,Classic,Organic,True,churned,2024-02-03,2,34.99,GH
SUB-2223,frenchthomas@example.com,2023-11-19,2023-11,Classic,Meta,False,churned,2024-07-16,7,34.99,KE
SUB-2224,qchapman@example.com,2023-11-02,2023-11,Premium,Referral,False,active,,14,54.99,KE
SUB-2225,simpsonkristopher@example.com,2023-11-11,2023-11,Classic,Google,False,active,,14,34.99,KE
SUB-2226,parkernicole@example.net,2023-11-25,2023-11,Classic,Organic,False,churned,2023-12-30,1,34.99,NG
SUB-2227,jacquelinestewart@example.net,2023-11-17,2023-11,Classic,Organic,False,churned,2024-07-03,7,34.99,ZA
SUB-2228,smithlaura@example.com,2023-11-21,2023-11,Premium,Referral,False,active,,14,54.99,KE
SUB-2229,aaronmoore@example.org,2023-11-25,2023-11,Classic,Meta,False,active,,14,34.99,KE
SUB-2230,chad18@example.org,2023-11-22,2023-11,Starter,Google,False,active,,14,19.99,KE
SUB-2231,wilcoxsusan@example.com,2023-11-10,2023-11,Classic,Organic,False,churned,2024-11-25,12,34.99,ZA
SUB-2232,zcarr@example.net,2023-11-13,2023-11,Premium,Organic,False,active,,14,54.99,NG
SUB-2233,alamb@example.net,2023-11-21,2023-11,Classic,Google,False,active,,14,34.99,ZA
SUB-2234,williamsrichard@example.org,2023-11-10,2023-11,Premium,Google,False,churned,2024-02-15,3,54.99,KE
SUB-2235,iblevins@example.org,2023-11-24,2023-11,Premium,Meta,False,churned,2024-11-04,11,54.99,KE
SUB-2236,shannongarcia@example.com,2023-11-05,2023-11,Premium,Referral,False,active,,14,54.99,NG
SUB-2237,georgelara@example.org,2023-11-10,2023-11,Starter,Meta,False,churned,2024-01-16,2,19.99,KE
SUB-2238,turnersydney@example.com,2023-11-12,2023-11,Classic,Organic,False,churned,2024-03-01,3,34.99,KE
SUB-2239,kara03@example.org,2023-11-26,2023-11,Starter,Google,False,churned,2024-11-15,11,19.99,GH
SUB-2240,cestrada@example.com,2023-11-11,2023-11,Premium,Organic,True,active,,14,54.99,KE
SUB-2241,angelajordan@example.net,2023-11-03,2023-11,Premium,Referral,False,active,,14,54.99,GH
SUB-2242,jacqueline93@example.com,2023-11-11,2023-11,Starter,Meta,False,churned,2024-03-28,4,19.99,KE
SUB-2243,nguyenbrandy@example.net,2023-11-08,2023-11,Classic,Google,True,churned,2024-02-16,3,34.99,KE
SUB-2244,kristengrimes@example.org,2023-11-16,2023-11,Starter,Organic,False,churned,2023-12-01,0,19.99,KE
SUB-2245,sgarrison@example.org,2023-11-05,2023-11,Classic,Google,False,churned,2023-12-26,1,34.99,KE
SUB-2246,reginald50@example.com,2023-11-07,2023-11,Classic,Google,False,churned,2024-04-09,5,34.99,KE
SUB-2247,christopher63@example.org,2023-11-21,2023-11,Classic,Organic,False,active,,14,34.99,KE
SUB-2248,rpowell@example.org,2023-11-08,2023-11,Premium,Google,False,churned,2024-03-19,4,54.99,KE
SUB-2249,martineztyler@example.com,2023-11-13,2023-11,Classic,Meta,False,churned,2023-12-05,0,34.99,GH
SUB-2250,andrew00@example.com,2023-11-18,2023-11,Starter,Meta,False,active,,14,19.99,NG
SUB-2251,donald78@example.com,2023-11-20,2023-11,Starter,Organic,False,churned,2024-06-15,6,19.99,KE
SUB-2252,iharrell@example.net,2023-11-21,2023-11,Classic,Organic,False,active,,14,34.99,KE
SUB-2253,thomas02@example.com,2023-11-06,2023-11,Classic,Referral,False,churned,2024-01-20,2,34.99,NG
SUB-2254,justingriffin@example.org,2023-11-13,2023-11,Premium,Meta,False,active,,14,54.99,NG
SUB-2255,rrosales@example.org,2023-11-05,2023-11,Premium,Organic,False,active,,14,54.99,KE
SUB-2256,john49@example.com,2023-11-11,2023-11,Classic,Google,False,churned,2024-02-06,2,34.99,KE
SUB-2257,rclark@example.net,2023-11-08,2023-11,Classic,Google,False,churned,2024-12-09,13,34.99,KE
SUB-2258,iday@example.org,2023-11-25,2023-11,Starter,Organic,False,churned,2023-11-29,0,19.99,ZA
SUB-2259,jasonfoster@example.net,2023-11-01,2023-11,Premium,Referral,False,active,,14,54.99,NG
SUB-2260,hahnrobert@example.net,2023-11-12,2023-11,Classic,Organic,False,active,,14,34.99,KE
SUB-2261,reginachapman@example.org,2023-11-19,2023-11,Premium,Organic,False,churned,2024-08-01,8,54.99,ZA
SUB-2262,grivera@example.net,2023-11-23,2023-11,Starter,Google,False,churned,2024-02-17,2,19.99,KE
SUB-2263,ricky55@example.net,2023-11-22,2023-11,Starter,Google,False,churned,2024-08-24,9,19.99,NG
SUB-2264,kowens@example.org,2023-11-09,2023-11,Starter,Meta,False,churned,2023-11-22,0,19.99,NG
SUB-2265,alex92@example.net,2023-11-25,2023-11,Classic,Google,True,churned,2024-04-11,4,34.99,GH
SUB-2266,ericmatthews@example.org,2023-11-18,2023-11,Premium,Google,False,churned,2024-02-28,3,54.99,ZA
SUB-2267,pescobar@example.com,2023-11-11,2023-11,Starter,Referral,False,churned,2024-01-22,2,19.99,ZA
SUB-2268,johnwilliams@example.net,2023-11-16,2023-11,Classic,Organic,False,active,,14,34.99,KE
SUB-2269,michellecardenas@example.org,2023-11-22,2023-11,Starter,Referral,False,churned,2024-12-12,12,19.99,GH
SUB-2270,david74@example.net,2023-11-28,2023-11,Classic,Google,False,active,,14,34.99,KE
SUB-2271,carrie69@example.net,2023-11-07,2023-11,Starter,Referral,False,churned,2024-03-25,4,19.99,KE
SUB-2272,jonescraig@example.org,2023-11-16,2023-11,Classic,Organic,False,churned,2024-01-06,1,34.99,ZA
SUB-2273,douglas59@example.net,2023-11-18,2023-11,Premium,Google,False,active,,14,54.99,NG
SUB-2274,othompson@example.net,2023-11-25,2023-11,Classic,Meta,False,active,,14,34.99,NG
SUB-2275,lambertdarren@example.org,2023-11-01,2023-11,Starter,Organic,False,churned,2024-08-22,9,19.99,NG
SUB-2276,brosales@example.org,2023-11-26,2023-11,Starter,Meta,False,churned,2024-02-09,2,19.99,KE
SUB-2277,pmcbride@example.net,2023-11-06,2023-11,Classic,Organic,False,churned,2024-03-15,4,34.99,NG
SUB-2278,matthew36@example.org,2023-11-20,2023-11,Classic,Google,False,churned,2023-11-23,0,34.99,KE
SUB-2279,kevin57@example.com,2023-11-12,2023-11,Classic,Meta,False,active,,14,34.99,KE
SUB-2280,davidmullins@example.org,2023-11-22,2023-11,Starter,Organic,False,churned,2024-08-01,8,19.99,GH
SUB-2281,lauriemoore@example.net,2023-11-03,2023-11,Premium,Meta,False,churned,2024-11-06,12,54.99,UG
SUB-2282,dwilliams@example.net,2023-11-25,2023-11,Starter,Google,False,churned,2024-03-04,3,19.99,KE
SUB-2283,dudleyjoseph@example.net,2023-11-22,2023-11,Starter,,False,active,,14,19.99,ZA
SUB-2284,rachel09@example.com,2023-11-01,2023-11,Starter,Referral,False,churned,2024-07-04,8,19.99,KE
SUB-2285,thomasward@example.net,2023-11-09,2023-11,Starter,Google,False,churned,2023-12-20,1,19.99,UG
SUB-2286,wesleyjohnson@example.net,2023-11-10,2023-11,Classic,Google,False,churned,2024-02-19,3,34.99,NG
SUB-2287,wendy51@example.com,2023-11-13,2023-11,Starter,Google,False,churned,2024-05-23,6,19.99,KE
SUB-2288,christopherlewis@example.net,2023-11-17,2023-11,Starter,Meta,True,churned,2023-11-20,0,19.99,KE
SUB-2289,melissahudson@example.org,2023-11-28,2023-11,Classic,Meta,False,active,,14,34.99,KE
SUB-2290,brent80@example.org,2023-11-10,2023-11,Premium,Organic,False,active,,14,54.99,NG
SUB-2291,fernandezdavid@example.com,2023-11-27,2023-11,Premium,Google,False,churned,2024-12-05,12,54.99,ZA
SUB-2292,ashley90@example.org,2023-11-08,2023-11,Premium,Meta,False,churned,2024-03-13,4,54.99,NG
SUB-2293,hollybowen@example.net,2023-11-08,2023-11,Starter,Meta,False,churned,2024-03-29,4,19.99,NG
SUB-2294,erica23@example.org,2023-11-06,2023-11,Classic,Meta,False,active,,14,34.99,UG
SUB-2295,frenchtroy@example.com,2023-11-13,2023-11,Starter,Meta,False,churned,2024-02-24,3,19.99,KE
SUB-2296,ashleylove@example.net,2023-11-24,2023-11,Starter,Meta,True,churned,2024-10-30,11,19.99,ZA
SUB-2297,joneschristian@example.net,2023-11-19,2023-11,Starter,Meta,False,churned,2023-12-12,0,19.99,KE
SUB-2298,laurawalter@example.com,2023-11-20,2023-11,Classic,Organic,True,churned,2024-06-10,6,34.99,KE
SUB-2299,michaelbrowning@example.net,2023-11-22,2023-11,Starter,Meta,False,churned,2024-01-27,2,19.99,ZA
SUB-2300,sarah59@example.net,2023-11-08,2023-11,Classic,Meta,False,churned,2024-03-09,4,34.99,GH
SUB-2301,perkinsjeffrey@example.net,2023-11-25,2023-11,Premium,Meta,False,active,,14,54.99,NG
SUB-2302,williamguzman@example.com,2023-11-14,2023-11,Starter,Organic,False,churned,2023-11-25,0,19.99,KE
SUB-2303,john86@example.com,2023-11-22,2023-11,Starter,Organic,False,active,,14,19.99,GH
SUB-2304,tylerzachary@example.net,2023-11-22,2023-11,Classic,Organic,False,active,,14,34.99,UG
SUB-2305,schroederbrendan@example.com,2023-11-14,2023-11,Classic,Referral,False,churned,2024-03-28,4,34.99,GH
SUB-2306,umiddleton@example.org,2023-11-08,2023-11,Classic,Meta,False,churned,2024-11-13,12,34.99,NG
SUB-2307,molinaryan@example.com,2023-11-28,2023-11,Classic,Organic,False,churned,2024-01-09,1,34.99,NG
SUB-2308,nmcconnell@example.net,2023-11-28,2023-11,Premium,Meta,False,churned,2024-02-05,2,54.99,KE
SUB-2309,wsnyder@example.net,2023-11-05,2023-11,Classic,Organic,False,churned,2024-06-18,7,34.99,KE
SUB-2310,ssutton@example.com,2023-11-08,2023-11,Classic,Google,False,churned,2024-03-11,4,34.99,GH
SUB-2311,kelseyhenderson@example.com,2023-11-02,2023-11,Starter,Referral,False,churned,2024-12-28,13,19.99,ZA
SUB-2312,michael43@example.com,2023-11-24,2023-11,Classic,Google,False,churned,2024-09-05,9,34.99,ZA
SUB-2313,williamsjulie@example.org,2023-11-05,2023-11,Starter,Organic,False,churned,2024-07-16,8,19.99,KE
SUB-2314,vhunt@example.org,2023-11-23,2023-11,Premium,Organic,False,active,,14,54.99,KE
SUB-2315,andrea71@example.com,2023-11-21,2023-11,Classic,Google,True,churned,2024-07-04,7,34.99,KE
SUB-2316,jennifer60@example.org,2023-11-15,2023-11,Starter,Organic,False,churned,2023-12-05,0,19.99,ZA
SUB-2317,garybennett@example.com,2023-11-20,2023-11,Classic,Google,False,active,,14,34.99,ZA
SUB-2318,ecasey@example.org,2023-11-14,2023-11,Starter,Meta,True,active,,14,19.99,KE
SUB-2319,,2023-11-17,2023-11,Classic,Organic,False,active,,14,34.99,KE
SUB-2320,kcurry@example.org,2023-11-07,2023-11,Starter,Google,False,churned,2024-06-19,7,19.99,KE
SUB-2321,ymack@example.com,2023-11-10,2023-11,Starter,Google,False,churned,2023-12-28,1,19.99,GH
SUB-2322,riosdavid@example.org,2023-11-16,2023-11,Classic,Google,False,churned,2023-12-31,1,34.99,GH
SUB-2323,jameswright@example.net,2023-11-26,2023-11,Premium,Referral,False,churned,2024-11-15,11,54.99,KE
SUB-2324,karenmiller@example.com,2023-12-28,2023-12,Starter,Meta,False,active,,13,19.99,UG
SUB-2325,erin34@example.com,2023-12-16,2023-12,Classic,Google,True,churned,2024-07-06,6,34.99,GH
SUB-2326,xnichols@example.com,2023-12-01,2023-12,Starter,Organic,True,active,,13,19.99,KE
SUB-2327,sarah42@example.net,2023-12-15,2023-12,Premium,Organic,True,active,,13,54.99,KE
SUB-2328,heather32@example.net,2023-12-13,2023-12,Starter,Meta,False,active,,13,19.99,KE
SUB-2329,alison44@example.net,2023-12-27,2023-12,Classic,Google,False,active,,13,34.99,KE
SUB-2330,jodiking@example.net,2023-12-10,2023-12,Starter,Google,False,churned,2024-07-12,7,19.99,NG
SUB-2331,brittneygrimes@example.com,2023-12-02,2023-12,Starter,Google,True,churned,2024-02-05,2,19.99,KE
SUB-2332,freykathryn@example.net,2023-12-04,2023-12,Starter,Meta,False,active,,13,19.99,KE
SUB-2333,justinowens@example.net,2023-12-27,2023-12,Starter,Meta,False,active,,13,19.99,UG
SUB-2334,chernandez@example.net,2023-12-02,2023-12,Premium,Google,False,active,,13,54.99,NG
SUB-2335,tammy62@example.org,2023-12-25,2023-12,Classic,Referral,False,active,,13,34.99,ZA
SUB-2336,qfrost@example.net,2023-12-16,2023-12,Starter,Google,False,active,,13,19.99,KE
SUB-2337,gdixon@example.org,2023-12-28,2023-12,Classic,Google,True,churned,2024-12-22,11,34.99,ZA
SUB-2338,psmith@example.org,2023-12-06,2023-12,Starter,Referral,False,active,,13,19.99,GH
SUB-2339,stacey05@example.net,2023-12-15,2023-12,Classic,Google,False,active,,13,34.99,UG
SUB-2340,andrewking@example.org,2023-12-03,2023-12,Classic,Meta,False,active,,13,34.99,KE
SUB-2341,taylorrick@example.org,2023-12-04,2023-12,Classic,Meta,False,churned,2024-02-25,2,34.99,ZA
SUB-2342,teresa05@example.com,2023-12-23,2023-12,Starter,Meta,False,churned,2024-10-27,10,19.99,NG
SUB-2343,aliciaboyd@example.org,2023-12-27,2023-12,Starter,Google,False,churned,2024-04-18,3,19.99,UG
SUB-2344,lisa95@example.org,2023-12-14,2023-12,Starter,,False,churned,2024-02-20,2,19.99,UG
SUB-2345,jonesstacy@example.org,2023-12-05,2023-12,Classic,Meta,False,churned,2024-12-01,11,34.99,ZA
SUB-2346,hbecker@example.net,2023-12-10,2023-12,Premium,Organic,False,active,,13,54.99,KE
SUB-2347,mark99@example.org,2023-12-18,2023-12,Classic,Referral,False,active,,13,34.99,GH
SUB-2348,lindaochoa@example.com,2023-12-27,2023-12,Starter,Referral,False,churned,2024-07-14,6,19.99,KE
SUB-2349,aburns@example.org,2023-12-26,2023-12,Premium,Google,False,active,,13,54.99,KE
SUB-2350,ksmith@example.com,2023-12-15,2023-12,Starter,Meta,False,churned,2024-01-22,1,19.99,ZA
SUB-2351,april03@example.com,2023-12-23,2023-12,Premium,Google,False,active,,13,54.99,KE
SUB-2352,aboyd@example.net,2023-12-23,2023-12,Classic,Organic,False,churned,2024-01-03,0,34.99,NG
SUB-2353,camerongoodman@example.net,2023-12-03,2023-12,Classic,Meta,False,active,,13,34.99,NG
SUB-2354,chaneydiane@example.net,2023-12-13,2023-12,Starter,Organic,False,active,,13,19.99,KE
SUB-2355,priscillahernandez@example.net,2023-12-14,2023-12,Starter,Google,False,churned,2024-06-05,5,19.99,GH
SUB-2356,josethompson@example.com,2023-12-23,2023-12,Classic,Organic,False,churned,2024-01-17,0,34.99,NG
SUB-2357,devintorres@example.com,2023-12-08,2023-12,Starter,Google,False,churned,2024-03-19,3,19.99,KE
SUB-2358,abigail25@example.com,2023-12-06,2023-12,Classic,Organic,False,churned,2024-03-15,3,34.99,ZA
SUB-2359,williamsjohn@example.org,2023-12-19,2023-12,Classic,Meta,False,churned,2024-01-07,0,34.99,KE
SUB-2360,richard35@example.com,2023-12-20,2023-12,Starter,Organic,False,churned,2024-03-31,3,19.99,NG
SUB-2361,jacksonamy@example.com,2023-12-27,2023-12,Classic,Meta,False,churned,2025-01-13,12,34.99,NG
SUB-2362,kburke@example.net,2023-12-12,2023-12,Classic,Meta,False,churned,2024-03-05,2,34.99,ZA
SUB-2363,julia34@example.org,2023-12-16,2023-12,Starter,Meta,False,churned,2024-11-13,10,19.99,KE
SUB-2364,qlarson@example.net,2023-12-26,2023-12,Premium,Meta,True,churned,2024-01-16,0,54.99,NG
SUB-2365,brenda37@example.org,2023-12-04,2023-12,Classic,Organic,False,active,,13,34.99,KE
SUB-2366,paul59@example.com,2023-12-08,2023-12,Starter,Google,False,active,,13,19.99,KE
SUB-2367,,2023-12-24,2023-12,Starter,Organic,False,churned,2024-05-30,5,19.99,KE
SUB-2368,matthewjohnson@example.net,2023-12-16,2023-12,Premium,Meta,False,churned,2023-12-23,0,54.99,KE
SUB-2369,nwilson@example.org,2023-12-17,2023-12,Starter,Google,False,churned,2024-02-07,1,19.99,NG
SUB-2370,ppotts@example.org,2023-12-14,2023-12,Classic,Meta,False,churned,2024-08-22,8,34.99,KE
SUB-2371,robin64@example.net,2023-12-11,2023-12,Starter,Organic,True,churned,2024-10-29,10,19.99,KE
SUB-2372,elliotttodd@example.com,2023-12-04,2023-12,Premium,Google,False,churned,2024-11-28,11,54.99,NG
SUB-2373,ibolton@example.com,2023-12-02,2023-12,Classic,Meta,True,active,,13,34.99,KE
SUB-2374,sydneyprice@example.com,2023-12-03,2023-12,Classic,Google,False,active,,13,34.99,KE
SUB-2375,aellis@example.net,2023-12-26,2023-12,Classic,Organic,True,active,,13,34.99,KE
SUB-2376,myoung@example.com,2023-12-28,2023-12,Starter,Google,False,churned,2024-03-23,2,19.99,UG
SUB-2377,todd00@example.com,2023-12-13,2023-12,Premium,Meta,False,churned,2024-07-05,6,54.99,KE
SUB-2378,xpalmer@example.org,2023-12-21,2023-12,Starter,Meta,False,churned,2024-09-30,9,19.99,UG
SUB-2379,roachsherri@example.net,2023-12-16,2023-12,Classic,Google,False,churned,2024-05-04,4,34.99,UG
SUB-2380,stephenlopez@example.org,2023-12-23,2023-12,Starter,Organic,False,churned,2024-11-03,10,19.99,KE
SUB-2381,cordovamark@example.org,2023-12-22,2023-12,Starter,Meta,False,churned,2024-01-09,0,19.99,KE
SUB-2382,sgill@example.org,2023-12-01,2023-12,Classic,Google,True,active,,13,34.99,NG
SUB-2383,jmcgrath@example.org,2023-12-11,2023-12,Classic,Google,False,active,,13,34.99,NG
SUB-2384,andrew15@example.net,2023-12-28,2023-12,Classic,Organic,False,active,,13,34.99,KE
SUB-2385,carloswhite@example.org,2023-12-03,2023-12,Premium,Google,False,churned,2024-12-06,12,54.99,KE
SUB-2386,ronaldperry@example.org,2023-12-13,2023-12,Classic,Meta,False,churned,2024-11-05,10,34.99,NG
SUB-2387,samanthamcdowell@example.org,2023-12-10,2023-12,Starter,Meta,False,active,,13,19.99,KE
SUB-2388,vlawrence@example.net,2023-12-11,2023-12,Classic,Referral,True,active,,13,34.99,ZA
SUB-2389,osawyer@example.com,2023-12-13,2023-12,Premium,Organic,False,active,,13,54.99,ZA
SUB-2390,turnerjason@example.com,2023-12-24,2023-12,Classic,Google,False,churned,2024-02-12,1,34.99,KE
SUB-2391,jeffreyjordan@example.org,2023-12-05,2023-12,Premium,Google,False,churned,2024-01-29,1,54.99,ZA
SUB-2392,ryanschmidt@example.com,2023-12-07,2023-12,Classic,Google,False,active,,13,34.99,KE
SUB-2393,zlopez@example.com,2023-12-21,2023-12,Premium,,False,active,,13,54.99,GH
SUB-2394,albertdavis@example.org,2023-12-10,2023-12,Starter,Organic,False,churned,2024-10-30,10,19.99,ZA
SUB-2395,brandonescobar@example.com,2023-12-24,2023-12,Premium,Meta,False,active,,13,54.99,KE
SUB-2396,flucas@example.com,2023-12-22,2023-12,Premium,Referral,False,active,,13,54.99,KE
SUB-2397,roberto84@example.net,2023-12-14,2023-12,Classic,Organic,False,active,,13,34.99,ZA
SUB-2398,duffypamela@example.org,2023-12-09,2023-12,Premium,Meta,False,active,,13,54.99,UG
SUB-2399,uestrada@example.org,2023-12-20,2023-12,Classic,Google,False,churned,2024-01-03,0,34.99,KE
SUB-2400,cindymiller@example.org,2023-12-06,2023-12,Starter,Organic,False,churned,2024-03-15,3,19.99,KE
SUB-2401,payneian@example.org,2023-12-25,2023-12,Premium,Meta,False,active,,13,54.99,KE
SUB-2402,enelson@example.net,2023-12-13,2023-12,Starter,Organic,False,churned,2024-05-02,4,19.99,KE
SUB-2403,victoriasmith@example.org,2023-12-09,2023-12,Classic,Google,False,churned,2024-10-02,9,34.99,GH
SUB-2404,keithkeith@example.com,2023-12-28,2023-12,Starter,Organic,False,churned,2024-01-25,0,19.99,KE
SUB-2405,amberrollins@example.org,2023-12-26,2023-12,Starter,Organic,False,churned,2024-11-19,10,19.99,ZA
SUB-2406,gonzalezlaura@example.org,2023-12-09,2023-12,Classic,Organic,False,churned,2024-09-18,9,34.99,NG
SUB-2407,brandi17@example.com,2023-12-23,2023-12,Premium,Google,False,active,,13,54.99,UG
SUB-2408,bobbywalker@example.net,2023-12-28,2023-12,Premium,Meta,False,active,,13,54.99,ZA
SUB-2409,dana65@example.org,2023-12-22,2023-12,Premium,Organic,False,churned,2024-03-20,2,54.99,GH
SUB-2410,kimberlyharris@example.com,2023-12-13,2023-12,Starter,Google,False,churned,2024-01-08,0,19.99,ZA
SUB-2411,hardingyolanda@example.org,2023-12-12,2023-12,Classic,Google,False,churned,2024-05-19,5,34.99,KE
SUB-2412,sarah67@example.net,2023-12-09,2023-12,Starter,Google,False,active,,13,19.99,GH
SUB-2413,nstokes@example.net,2023-12-08,2023-12,Premium,Google,False,active,,13,54.99,GH
SUB-2414,wonggarrett@example.com,2023-12-26,2023-12,Classic,,False,active,,13,34.99,ZA
SUB-2415,croberts@example.com,2023-12-14,2023-12,Starter,Google,False,churned,2024-07-04,6,19.99,KE
SUB-2416,simmonstravis@example.com,2023-12-07,2023-12,Classic,Google,False,churned,2024-02-09,2,34.99,GH
SUB-2417,crystalhunter@example.org,2023-12-12,2023-12,Classic,Organic,False,active,,13,34.99,KE
SUB-2418,wgilbert@example.org,2023-12-22,2023-12,Starter,Organic,False,churned,2024-02-06,1,19.99,ZA
SUB-2419,johnsonmark@example.net,2023-12-27,2023-12,Starter,Organic,False,churned,2024-04-16,3,19.99,NG
SUB-2420,cohenbrianna@example.com,2023-12-03,2023-12,Classic,Organic,True,active,,13,34.99,NG
SUB-2421,georgekevin@example.com,2023-12-19,2023-12,Starter,Google,False,active,,13,19.99,KE
SUB-2422,qwatson@example.net,2023-12-24,2023-12,Starter,Meta,False,churned,2024-10-26,10,19.99,KE
SUB-2423,brenda87@example.com,2023-12-16,2023-12,Classic,,False,active,,13,34.99,GH
SUB-2424,traceyhicks@example.org,2023-12-24,2023-12,Premium,Meta,False,active,,13,54.99,KE
SUB-2425,justin40@example.com,2023-12-05,2023-12,Classic,Meta,False,active,,13,34.99,GH
SUB-2426,courtneyadams@example.com,2023-12-19,2023-12,Premium,Meta,False,active,,13,54.99,KE
SUB-2427,jeffrey41@example.com,2023-12-10,2023-12,Premium,Google,False,active,,13,54.99,KE
SUB-2428,kimberlydaugherty@example.com,2023-12-15,2023-12,Classic,Meta,False,churned,2024-03-05,2,34.99,KE
SUB-2429,gainescharles@example.net,2023-12-07,2023-12,Classic,,False,churned,2024-08-10,8,34.99,KE
SUB-2430,rachel88@example.net,2023-12-15,2023-12,Classic,Meta,False,churned,2024-03-10,2,34.99,KE
SUB-2431,davidryan@example.net,2023-12-14,2023-12,Premium,Meta,False,active,,13,54.99,KE
SUB-2432,donnamiller@example.com,2023-12-24,2023-12,Classic,Referral,False,churned,2023-12-28,0,34.99,UG
SUB-2433,rogerskelly@example.org,2023-12-01,2023-12,Classic,Google,True,active,,13,34.99,KE
SUB-2434,stephen14@example.com,2023-12-26,2023-12,Classic,Meta,False,churned,2024-04-02,3,34.99,ZA
SUB-2435,ujohns@example.net,2023-12-01,2023-12,Classic,,False,churned,2024-09-08,9,34.99,UG
SUB-2436,lhenderson@example.net,2023-12-09,2023-12,Classic,Referral,False,active,,13,34.99,KE
SUB-2437,jodithompson@example.org,2023-12-17,2023-12,Premium,Referral,False,churned,2024-02-04,1,54.99,GH
SUB-2438,raymondhester@example.com,2024-01-28,2024-01,Starter,Organic,False,churned,2024-09-25,7,19.99,ZA
SUB-2439,qburnett@example.org,2024-01-23,2024-01,Classic,Google,False,churned,2024-02-05,0,34.99,KE
SUB-2440,clarknoah@example.com,2024-01-16,2024-01,Starter,Google,False,churned,2024-09-29,8,19.99,NG
SUB-2441,rowetiffany@example.com,2024-01-19,2024-01,Premium,Meta,True,active,,12,54.99,KE
SUB-2442,danielmelton@example.org,2024-01-24,2024-01,Classic,Organic,False,active,,12,34.99,KE
SUB-2443,gsmith@example.net,2024-01-08,2024-01,Classic,Meta,False,churned,2024-05-27,4,34.99,NG
SUB-2444,jennifer73@example.net,2024-01-18,2024-01,Classic,Meta,False,active,,12,34.99,GH
SUB-2445,elizabeth89@example.net,2024-01-23,2024-01,Starter,Referral,False,churned,2024-02-17,0,19.99,KE
SUB-2446,andersonjordan@example.org,2024-01-17,2024-01,Starter,Google,False,churned,2024-08-30,7,19.99,KE
SUB-2447,danderson@example.org,2024-01-19,2024-01,Premium,Organic,False,active,,12,54.99,NG
SUB-2448,peter37@example.com,2024-01-22,2024-01,Classic,Meta,True,active,,12,34.99,NG
